0,0,0,0.0,0.0,-2.7755575615628914e-17
-2.22044604925031e-16,-5.55111512312578e-17,4.44089209850063e-16,0.0,0.0,-4.683753385137379e-17
0,5.55111512312578e-17,0,0.0,0.0,5.551115123125783e-17
0,0,1.11022302462516e-16,-4.440892098500626e-16,2.220446049250313e-16,-1.1102230246251565e-16
-2.22044604925031e-16,1.11022302462516e-16,2.22044604925031e-16,0.0,0.0,1.1102230246251565e-16
0,5.55111512312578e-17,-1.11022302462516e-16,0.0,0.0,1.1102230246251565e-16
0,5.55111512312578e-17,2.22044604925031e-16,0.0,0.0,-1.1102230246251565e-16
-2.22044604925031e-16,0,3.33066907387547e-16,2.220446049250313e-16,-1.1102230246251565e-16,2.220446049250313e-16
-2.22044604925031e-16,0,0,0.0,-5.551115123125783e-17,0.0
-2.22044604925031e-16,0,1.11022302462516e-16,0.0,-5.551115123125783e-17,-1.1102230246251565e-16
-2.22044604925031e-16,1.11022302462516e-16,0,2.220446049250313e-16,0.0,-5.551115123125783e-17
0,0,2.22044604925031e-16,0.0,0.0,0.0
0,1.11022302462516e-16,4.44089209850063e-16,2.220446049250313e-16,-5.551115123125783e-17,-5.551115123125783e-17
-2.22044604925031e-16,0,0,0.0,0.0,5.551115123125783e-17
0,1.11022302462516e-16,1.11022302462516e-16,1.1102230246251565e-16,9.71445146547012e-17,1.6653345369377348e-16
0,1.11022302462516e-16,4.44089209850063e-16,1.1102230246251565e-16,9.71445146547012e-17,5.551115123125783e-17
0,-1.11022302462516e-16,2.22044604925031e-16,-1.1102230246251565e-16,2.7755575615628914e-17,1.5265566588595902e-16
0,0,3.33066907387547e-16,-1.7141236346995825e-16,1.1557595158695477e-16,-1.1709383462843448e-17
0,-2.64697796016969e-23,0,-4.0498762790596235e-21,7.009197638529335e-19,0.0
-4.44089209850063e-16,-1.41623908780919e-18,0,2.2715390766286925e-16,6.098637220230962e-19,-4.629035056744751e-18
0,-1.76182853028894e-19,4.44089209850063e-16,-2.0491421059976034e-16,6.478107980600889e-18,-5.55653613398821e-19
0,-5.10930273783794e-18,-2.22044604925031e-16,3.7643499428696714e-16,7.318364664277155e-18,-1.6859343782149594e-17
-4.44089209850063e-16,-4.79759461324836e-18,2.22044604925031e-16,1.649613605436695e-16,-1.1926223897340549e-17,-1.5720931501039814e-17
-4.44089209850063e-16,-7.53520509877426e-18,2.22044604925031e-16,7.182839392716467e-17,2.1033522146218786e-17,-2.47198095326695e-17
4.44089209850063e-16,-7.02020906684364e-18,-2.22044604925031e-16,-3.2634485391813683e-17,-1.8431436932253575e-18,-2.325613659981407e-17
-4.44089209850063e-16,-7.96888596776846e-18,2.22044604925031e-16,-4.9873299934333204e-18,5.117434254131581e-17,-2.6129272356900657e-17
0,1.42301535138722e-17,2.22044604925031e-16,-2.0903417885520525e-16,5.117434254131581e-17,4.705437428587089e-17
-4.44089209850063e-16,-5.96311194867027e-18,4.44089209850063e-16,2.992397996059992e-17,-1.8431436932253575e-17,-1.973247953923618e-17
0,-1.08555742520111e-17,0,1.5039239385089553e-16,-1.9461428996114805e-17,-3.5778671692021646e-17
-4.44089209850063e-16,1.12757025938492e-17,0,-4.6024382222009663e-17,-5.160802341031001e-17,3.8163916471489756e-17
0,6.93889390390723e-18,2.22044604925031e-16,-2.3050138187041824e-16,9.540979117872439e-18,2.949029909160572e-17
0,0,0,-1.8735013540549517e-16,2.0816681711721685e-17,6.938893903907228e-18
4.44089209850063e-16,0,-2.22044604925031e-16,-2.2551405187698492e-17,1.3877787807814457e-17,-1.3877787807814457e-17
0,0,-2.22044604925031e-16,-1.8561541192951836e-16,2.7755575615628914e-17,2.7755575615628914e-17
-4.44089209850063e-16,0,-2.22044604925031e-16,-3.1051550219984847e-16,2.7755575615628914e-17,0.0
-4.44089209850063e-16,0,0,-5.030698080332741e-16,0.0,-2.7755575615628914e-17
0,0,0,2.0990154059319366e-16,0.0,0.0
-4.44089209850063e-16,-1.11022302462516e-16,4.44089209850063e-16,2.0383000842727483e-16,-5.551115123125783e-17,5.551115123125783e-17
-4.44089209850063e-16,-1.11022302462516e-16,0,-2.2638141361497333e-16,0.0,-5.551115123125783e-17
-4.44089209850063e-16,-2.22044604925031e-16,4.44089209850063e-16,-4.371503159461554e-16,0.0,0.0
0,0,-2.22044604925031e-16,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-17
-2.22044604925031e-16,-2.22044604925031e-16,-2.22044604925031e-16,3.469446951953614e-17,-1.1102230246251565e-16,5.551115123125783e-17
-2.22044604925031e-16,-2.22044604925031e-16,0,-2.498001805406602e-16,0.0,0.0
0,2.22044604925031e-16,-2.22044604925031e-16,-9.71445146547012e-17,0.0,0.0
-2.22044604925031e-16,-2.22044604925031e-16,2.22044604925031e-16,1.3877787807814457e-16,0.0,-5.551115123125783e-17
0,2.22044604925031e-16,2.22044604925031e-16,-1.3877787807814457e-16,0.0,0.0
0,-4.44089209850063e-16,0,-1.3877787807814457e-16,-1.1102230246251565e-16,5.551115123125783e-17
-2.22044604925031e-16,-4.44089209850063e-16,-2.22044604925031e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0
-2.22044604925031e-16,-2.22044604925031e-16,0,-1.1102230246251565e-16,-1.1102230246251565e-16,5.551115123125783e-17
0,-2.22044604925031e-16,2.22044604925031e-16,1.6653345369377348e-16,-1.1102230246251565e-16,1.6653345369377348e-16
0,0,0,1.3877787807814457e-16,0.0,5.551115123125783e-17
0,0,2.22044604925031e-16,0.0,1.1102230246251565e-16,5.551115123125783e-17
-2.22044604925031e-16,-2.22044604925031e-16,0,5.551115123125783e-17,1.1102230246251565e-16,-5.551115123125783e-17
0,-2.22044604925031e-16,2.22044604925031e-16,-5.551115123125783e-17,0.0,5.551115123125783e-17
2.22044604925031e-16,0,0,0.0,0.0,0.0
0,-4.44089209850063e-16,2.22044604925031e-16,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17
-2.22044604925031e-16,0,4.44089209850063e-16,0.0,-1.1102230246251565e-16,-9.71445146547012e-17
-2.22044604925031e-16,0,-2.22044604925031e-16,-5.551115123125783e-17,1.1102230246251565e-16,6.938893903907228e-18
1.66533453693773e-16,4.44089209850063e-16,0,0.0,5.551115123125783e-17,2.7755575615628914e-17
2.35922392732846e-16,-4.44089209850063e-16,0,0.0,2.7755575615628914e-17,-1.0321604682062002e-16
-2.15105711021124e-16,4.44089209850063e-16,-2.22044604925031e-16,-6.938893903907228e-17,-4.163336342344337e-17,1.1102230246251565e-16
-1.52655665885959e-16,0,4.44089209850063e-16,-8.326672684688674e-17,9.71445146547012e-17,-2.7321894746634712e-17
0,0,2.22044604925031e-16,2.7755575615628914e-17,1.0408340855860843e-17,-8.283304597789254e-17
3.33066907387547e-16,0,2.22044604925031e-16,1.5612511283791264e-17,-3.209238430557093e-17,3.469446951953614e-18
2.77555756156289e-17,-4.44089209850063e-16,4.44089209850063e-16,-5.784218590210166e-17,-6.938893903907228e-17,2.1955093992831465e-17
