0,0,2.22044604925031e-16,1.4743667238145165e-20,6.996492144320521e-19,0.0
-4.44089209850063e-16,1.00288700954909e-18,-4.44089209850063e-16,3.107594476886577e-17,-1.8566962203814263e-18,3.2788645388213966e-18
0,3.11708124589583e-18,0,-8.906720846968419e-17,-6.3696877633523385e-18,1.0279591847878189e-17
-4.44089209850063e-16,3.02221355580334e-18,0,-8.294146619514109e-18,-2.0708261494473135e-17,9.947554932554503e-18
-4.44089209850063e-16,4.72983197746801e-18,4.44089209850063e-16,5.3613797429408194e-17,-1.2468324983583301e-18,1.553119612085485e-17
0,6.34258270904020e-18,0,-4.24465150528075e-17,-5.095750210681871e-18,2.0843786766033823e-17
0,1.05167610731094e-17,0,-3.797960210216722e-16,-1.5070410197548512e-17,3.4640259410911867e-17
-4.44089209850063e-16,3.27971157176865e-18,2.22044604925031e-16,-2.7267684638010437e-16,-3.144186300207963e-17,1.0625181290357943e-17
0,1.38235776991902e-17,2.22044604925031e-16,-3.456436525883788e-16,2.8189256484623115e-18,4.5536491244391186e-17
-4.44089209850063e-16,1.00288700954909e-18,0,9.215718466126788e-18,8.033938098117588e-17,2.8189256484623115e-18
-4.44089209850063e-16,4.29615110847381e-18,0,-1.423286401930346e-16,-2.4157379655692646e-17,1.431146867680866e-17
0,0,0,2.688821387764051e-16,2.7755575615628914e-17,-4.163336342344337e-17
-4.44089209850063e-16,-5.55111512312578e-17,-2.22044604925031e-16,-1.0408340855860843e-17,5.551115123125783e-17,5.551115123125783e-17
-4.44089209850063e-16,-1.11022302462516e-16,2.22044604925031e-16,-1.3877787807814457e-16,0.0,1.3877787807814457e-16
0,-1.11022302462516e-16,2.22044604925031e-16,2.42861286636753e-16,0.0,-2.7755575615628914e-17
0,-2.22044604925031e-16,2.22044604925031e-16,1.1102230246251565e-16,0.0,-2.7755575615628914e-17
-2.22044604925031e-16,-2.22044604925031e-16,2.22044604925031e-16,1.3877787807814457e-16,0.0,0.0
-4.44089209850063e-16,0,2.22044604925031e-16,-2.7755575615628914e-16,-1.1102230246251565e-16,5.551115123125783e-17
2.22044604925031e-16,0,2.22044604925031e-16,-3.0531133177191805e-16,-2.220446049250313e-16,2.7755575615628914e-17
-2.22044604925031e-16,0,0,1.1102230246251565e-16,-1.1102230246251565e-16,2.7755575615628914e-17
0,0,-4.44089209850063e-16,-5.551115123125783e-17,5.551115123125783e-17,-9.71445146547012e-17
0,-4.44089209850063e-16,2.22044604925031e-16,1.1102230246251565e-16,2.7755575615628914e-16,-3.469446951953614e-17
-2.22044604925031e-16,0,4.44089209850063e-16,-2.220446049250313e-16,-5.551115123125783e-17,1.3530843112619095e-16
-1.11022302462516e-16,0,0,-2.7755575615628914e-17,0.0,-1.0576392192596096e-16
-3.33066907387547e-16,0,6.66133814775094e-16,2.7755575615628914e-17,5.551115123125783e-17,-6.418476861114186e-17
-1.11022302462516e-16,0,-2.22044604925031e-16,-5.551115123125783e-17,5.551115123125783e-17,-1.0755285551056204e-16
-1.80411241501588e-16,0,0,-4.163336342344337e-17,1.3877787807814457e-17,1.0408340855860843e-17
-1.11022302462516e-16,-4.44089209850063e-16,2.22044604925031e-16,5.4752209710517974e-17,-5.312590645178972e-17,6.375108774214766e-17
-4.44089209850063e-16,-2.71050543121376e-20,2.22044604925031e-16,-6.640738306473715e-18,8.131516293641283e-19,0.0
0,0,0,-6.938893903907228e-17,5.204170427930421e-18,3.469446951953614e-18
-4.44089209850063e-16,0,2.22044604925031e-16,-2.7755575615628914e-17,-6.938893903907228e-18,-2.7755575615628914e-17
0,1.38777878078145e-17,0,-2.220446049250313e-16,-5.204170427930421e-18,0.0
-4.44089209850063e-16,2.77555756156289e-17,-2.22044604925031e-16,5.551115123125783e-17,1.3877787807814457e-17,0.0
0,0,0,1.1102230246251565e-16,-1.3877787807814457e-17,0.0
-4.44089209850063e-16,5.55111512312578e-17,-2.22044604925031e-16,3.3306690738754696e-16,5.551115123125783e-17,-5.551115123125783e-17
-4.44089209850063e-16,5.55111512312578e-17,-2.22044604925031e-16,3.3306690738754696e-16,2.7755575615628914e-17,5.551115123125783e-17
-2.22044604925031e-16,0,2.22044604925031e-16,3.3306690738754696e-16,0.0,-5.551115123125783e-17
0,0,-4.44089209850063e-16,2.220446049250313e-16,5.551115123125783e-17,0.0
-4.44089209850063e-16,5.55111512312578e-17,0,-1.1102230246251565e-16,0.0,0.0
-2.22044604925031e-16,5.55111512312578e-17,0,3.3306690738754696e-16,0.0,2.220446049250313e-16
-2.22044604925031e-16,0,-2.22044604925031e-16,-3.3306690738754696e-16,0.0,-2.220446049250313e-16
-2.22044604925031e-16,0,4.44089209850063e-16,-4.440892098500626e-16,0.0,-1.1102230246251565e-16
-2.22044604925031e-16,0,2.22044604925031e-16,0.0,2.220446049250313e-16,-5.551115123125783e-17
